title,district,area,direction,price,types
整租·丽锦小区 2室1厅 南,田林,88.82,南,6800,2室1厅1卫
整租·漕泾一村 1室1厅 南,康健,31.8,南,4590,1室1厅1卫
整租·东湾小区 1室1厅 南,华泾,41.33,南,3876,1室1厅1卫
整租·馨宁公寓 2室1厅 南,华泾,62.4,南,5500,2室1厅1卫
整租·万象园 1室1厅 南,康健,49.76,南,5539,1室1厅1卫
整租·田林新苑 1室0厅 南,田林,41.83,南,4850,1室0厅1卫
整租·长丰坊 1室1厅 南,康健,35.67,南,4200,1室1厅1卫
整租·名人花苑 2室1厅 南,华泾,69.76,南,4912,2室1厅1卫
整租·大木桥路450弄 2室1厅 东/东南,斜土路,60.87,东 东南,7140,2室1厅1卫
整租·千鹤小区 2室1厅 南,田林,78.37,南,7140,2室1厅1卫
整租·紫阳花苑 2室1厅 南,华泾,59.24,南,4500,2室1厅1卫
整租·尚海湾豪庭一期 2室2厅 南,徐汇滨江,93.98,南,18000,2室2厅2卫
整租·南丹小区 1室1厅 南,徐家汇,33.02,南,4600,1室1厅1卫
整租·陕西南路188弄 1室1厅 东,衡山路,35.0,东,6500,1室1厅1卫
整租·公安大楼(徐汇) 1室1厅 东/东南/南,衡山路,50.01,东 东南 南,5800,1室1厅1卫
整租·乐山一村 1室1厅 南,徐家汇,50.09,南,5400,1室1厅1卫
整租·金塘小区 2室1厅 南,上海南站,58.55,南,5100,2室1厅1卫
整租·龙华西路309弄 1室0厅 南,万体馆,15.6,南,3600,1室0厅1卫
整租·三江小区 1室1厅 西南,龙华,60.0,西南,5775,1室1厅1卫
整租·番禺路650弄 2室1厅 南,徐家汇,43.0,南,5880,2室1厅1卫
整租·漕溪一村 1室1厅 南,万体馆,40.0,南,4300,1室1厅1卫
整租·光华园 1室1厅 南,上海南站,37.99,南,3990,1室1厅1卫
整租·嘉善路140弄 1室1厅 南,建国西路,35.0,南,6100,1室1厅1卫
整租·宜山路701弄 2室1厅 南,田林,49.7,南,5800,2室1厅1卫
整租·龙山新村 1室1厅 南,万体馆,39.32,南,5040,1室1厅1卫
整租·天钥新村 2室1厅 南,万体馆,46.3,南,6160,2室1厅1卫
整租·长丰坊 1室1厅 南,康健,43.0,南,4000,1室1厅1卫
整租·长桥一村 1室0厅 南,长桥,38.73,南,3560,1室0厅1卫
整租·徐汇长春苑 3室1厅 南,田林,108.35,南,10500,3室1厅1卫
整租·王家堂小区 1室0厅 南,徐家汇,31.91,南,4850,1室0厅1卫
整租·尚汇豪庭二期 2室1厅 南,田林,103.0,南,18300,2室1厅1卫
整租·田林十二村 1室0厅 南,田林,34.67,南,4400,1室0厅1卫
整租·东湾小区 1室1厅 南,华泾,41.0,南,3360,1室1厅1卫
整租·漕溪四村 1室1厅 南,万体馆,35.22,南,5040,1室1厅1卫
整租·徐虹华庭 2室2厅 南/北,徐家汇,104.2,南 北,12800,2室2厅1卫
整租·欣园新邨 3室1厅 南,康健,79.78,南,6900,3室1厅1卫
整租·金巢铂瑞阁 1室1厅 南,斜土路,60.74,南,7600,1室1厅1卫
整租·腾王阁 1室1厅 南,龙华,51.54,南,7790,1室1厅1卫
整租·虹桥路400弄 1室1厅 南,徐家汇,61.03,南,5800,1室1厅1卫
整租·东安五村 1室0厅 南,龙华,35.5,南,5040,1室0厅1卫
整租·凯旋一村 1室1厅 南,徐家汇,29.6,南,4800,1室1厅1卫
整租·番南小区 1室1厅 南,徐家汇,38.29,南,4300,1室1厅1卫
整租·华龙新苑小区 1室1厅 南,龙华,50.0,南,5814,1室1厅1卫
整租·紫薇园 2室1厅 南,康健,91.94,南,7540,2室1厅1卫
整租·三江小区 1室0厅 南,龙华,32.0,南,4488,1室0厅1卫
整租·宛南六村 1室1厅 南,龙华,29.0,南,4500,1室1厅1卫
整租·长桥二村 2室0厅 南,长桥,50.7,南,4400,2室0厅1卫
整租·铁路职工小区 2室1厅 南,徐家汇,47.2,南,5610,2室1厅1卫
整租·康健路120弄 1室0厅 南,康健,36.53,南,4300,1室0厅1卫
整租·梅陇十一村 2室2厅 南,华东理工,99.85,南,6000,2室2厅1卫
整租·楼园小区 2室1厅 南,上海南站,62.0,南,4800,2室1厅1卫
整租·龙山新村 1室0厅 南,万体馆,33.1,南,5229,1室0厅1卫
整租·尚海湾豪庭三期 2室2厅 南,徐汇滨江,104.0,南,16700,2室2厅1卫
整租·馨宁公寓 1室0厅 南,华泾,42.0,南,3850,1室0厅1卫
整租·中山苑 3室2厅 南,龙华,152.0,南,17000,3室2厅2卫
整租·花苑村桂花园 2室1厅 南,康健,59.28,南,5400,2室1厅1卫
整租·新路小区 1室1厅 南,徐家汇,42.77,南,5200,1室1厅1卫
整租·汇成五村 1室0厅 南,上海南站,33.3,南,3500,1室0厅1卫
整租·美晶佳园 2室1厅 西南,万体馆,108.89,西南,11500,2室1厅1卫
整租·桂平小区 2室2厅 南,康健,78.07,南,5500,2室2厅1卫
整租·田林十四村 1室1厅 南,田林,34.0,南,4450,1室1厅1卫
整租·梅陇十一村 2室1厅 南/东北,华东理工,57.04,南 东北,4800,2室1厅1卫
整租·尚海湾豪庭一期 2室2厅 南,徐汇滨江,128.0,南,17000,2室2厅2卫
整租·西木小区 1室1厅 南,斜土路,33.0,南,4650,1室1厅1卫
整租·南丹小区 1室1厅 南,徐家汇,39.0,南,4600,1室1厅1卫
整租·寿昌坊 2室1厅 南,康健,53.58,南,4700,2室1厅1卫
整租·南山大楼 2室1厅 南,徐家汇,80.75,南,8000,2室1厅1卫
整租·汇成五村 2室1厅 南,上海南站,49.3,南,4650,2室1厅1卫
整租·申航小区 2室0厅 南/北,龙华,48.89,南 北,5450,2室0厅1卫
整租·徐汇长春苑 2室2厅 南/北,田林,82.74,南 北,7800,2室2厅1卫
整租·华滨家园 2室2厅 南,植物园,88.78,南,6825,2室2厅1卫
整租·钦州花苑 2室1厅 南,田林,73.6,南,6630,2室1厅1卫
整租·梅陇十一村 2室1厅 南,华东理工,49.36,南,4233,2室1厅1卫
整租·凯歌公寓 1室1厅 南,徐家汇,52.5,南,6426,1室1厅1卫
整租·金巢铂瑞阁 2室1厅 西,斜土路,112.0,西,9894,2室1厅1卫
整租·和平小区(徐汇) 2室1厅 南,华东理工,65.13,南,4590,2室1厅1卫
整租·长丰坊 2室1厅 南,康健,55.63,南,4998,2室1厅1卫
整租·田林十三村 1室1厅 南,田林,29.91,南,4300,1室1厅1卫
整租·盛华景苑 2室1厅 南,华泾,82.0,南,4900,2室1厅1卫
整租·樱花园(徐汇) 2室1厅 东,康健,61.0,东,4590,2室1厅1卫
整租·长兴坊 2室1厅 南,康健,57.0,南,5400,2室1厅1卫
整租·东方时空公寓 1室1厅 南,徐家汇,45.0,南,6018,1室1厅1卫
整租·吴中公寓 2室1厅 南,田林,72.34,南,6500,2室1厅1卫
整租·茶陵小区 2室1厅 南,斜土路,62.42,南,7200,2室1厅1卫
整租·裕德路66弄 1室0厅 北,徐家汇,25.56,北,3600,1室0厅1卫
整租·康乐小区(徐汇) 1室1厅 南,康健,39.0,南,3672,1室1厅1卫
整租·杜鹃园 1室1厅 南,康健,47.0,南,4300,1室1厅1卫
整租·漕泾一村 1室1厅 南,康健,33.99,南,4600,1室1厅1卫
整租·科汇公寓 1室1厅 东,徐家汇,80.64,东,9180,1室1厅1卫
整租·阳光名苑 1室1厅 南/西,徐家汇,76.39,南 西,8400,1室1厅1卫
整租·钦州花苑 2室1厅 南,田林,109.08,南,7500,2室1厅1卫
整租·金龙花苑牡丹园 2室2厅 南,龙华,70.0,南,6120,2室2厅1卫
整租·田林十四村 1室0厅 南,田林,29.29,南,4000,1室0厅1卫
整租·龙汇苑 2室1厅 南,龙华,90.03,南,7600,2室1厅1卫
整租·电影华苑 1室2厅 南,徐家汇,61.64,南,7650,1室2厅1卫
整租·龙南三四村 1室1厅 南,龙华,47.0,南,4794,1室1厅1卫
整租·东航龙华苑 1室1厅 南,龙华,49.97,南,4500,1室1厅1卫
整租·漕泾一村 2室1厅 南,康健,60.0,南,5900,2室1厅1卫
整租·罗秀二村 3室2厅 南,长桥,56.0,南,4590,3室2厅1卫
整租·梅陇九村 2室1厅 南,华东理工,62.0,南,4896,2室1厅1卫
整租·冠生苑 1室1厅 南,康健,43.7,南,4800,1室1厅1卫
整租·印象欧洲(公寓) 2室2厅 南,华泾,79.54,南,7650,2室2厅1卫
整租·海珀旭晖酒店式公寓 2室2厅 南,徐汇滨江,92.97,南,14500,2室2厅1卫
整租·华沁家园 1室1厅 南,植物园,55.57,南,5304,1室1厅1卫
整租·长青坊 1室0厅 南,康健,30.82,南,3774,1室0厅1卫
整租·田林十四村 1室1厅 南,田林,45.97,南,5200,1室1厅1卫
整租·上海师大新村 2室1厅 南/北,康健,60.92,南 北,4900,2室1厅1卫
整租·康健路25弄 1室1厅 南,康健,33.8,南,4284,1室1厅1卫
整租·滨江小区 2室1厅 南/北,徐汇滨江,72.55,南 北,5508,2室1厅1卫
整租·文定天下苑 2室1厅 南,徐家汇,88.66,南,9690,2室1厅1卫
整租·田林十一村 2室1厅 南,田林,49.27,南,5550,2室1厅1卫
整租·番禺路650弄 2室1厅 南,徐家汇,43.0,南,5600,2室1厅1卫
整租·乐山大楼 2室1厅 南/西南,徐家汇,61.49,南 西南,8180,2室1厅1卫
整租·田林三四村 1室1厅 南,田林,38.43,南,4896,1室1厅1卫
整租·梅陇三村 1室1厅 南,华东理工,39.14,南,4500,1室1厅1卫
整租·上师大科技园 2室2厅 南,康健,83.26,南,8500,2室2厅1卫
整租·凌云新村 2室1厅 南,华东理工,82.21,南,4600,2室1厅1卫
整租·田林新苑 2室1厅 南,田林,66.79,南,6500,2室1厅1卫
整租·徐虹北路28弄 2室1厅 南,徐家汇,54.25,南,5600,2室1厅1卫
整租·天平小区 2室1厅 南,徐家汇,72.13,南,9000,2室1厅1卫
整租·长桥一村 1室1厅 东南,长桥,41.96,东南,3600,1室1厅1卫
整租·花苑村丁香园 2室1厅 南,康健,60.19,南,5500,2室1厅1卫
整租·桂平小区 2室2厅 南,康健,82.16,南,5600,2室2厅1卫
整租·嘉汇广场 3室2厅 东,徐家汇,145.21,东,12852,3室2厅2卫
整租·大木小区 2室2厅 南,斜土路,61.37,南,6630,2室2厅1卫
整租·宜仕怡家 3室2厅 南,万体馆,126.89,南,12000,3室2厅2卫
整租·上缝小区 1室1厅 南,龙华,40.0,南,4794,1室1厅1卫
整租·东泉小区 1室1厅 南,植物园,29.68,南,4386,1室1厅1卫
整租·家乐苑 1室1厅 南,华东理工,42.58,南,4080,1室1厅1卫
整租·大木小区 2室0厅 南,斜土路,45.43,南,7000,2室0厅1卫
整租·锦蝶苑 3室2厅 南,徐家汇,119.92,南,11730,3室2厅2卫
整租·龙南五村 2室1厅 南,龙华,54.51,南,5916,2室1厅1卫
整租·三江小区 1室1厅 南,龙华,47.0,南,4700,1室1厅1卫
整租·梅陇九村 2室1厅 南,华东理工,62.0,南,4896,2室1厅1卫
整租·冠生苑 1室1厅 南,康健,43.7,南,4800,1室1厅1卫
整租·龙州小区 2室1厅 南,华东理工,64.74,南,5610,2室1厅1卫
整租·阳光名苑 2室2厅 南/北,徐家汇,101.16,南 北,10710,2室2厅1卫
整租·恒龙苑 3室1厅 南/北,植物园,91.67,南 北,6834,3室1厅1卫
整租·中原新村 2室1厅 南,徐家汇,51.61,南,6290,2室1厅1卫
整租·罗秀二村 2室1厅 东/西,长桥,57.0,东 西,4800,2室1厅1卫
整租·杜鹃园 1室1厅 南,康健,47.0,南,4200,1室1厅1卫
整租·桂林苑 2室1厅 南,漕河泾,61.76,南,6630,2室1厅1卫
整租·金塘小区 1室1厅 南,上海南站,49.86,南,3825,1室1厅1卫
整租·梅陇十村 2室1厅 南/北,华东理工,58.39,南 北,4500,2室1厅1卫
整租·中煌大厦 1室0厅 南,龙华,57.0,南,5300,1室0厅1卫
整租·寿祥坊 1室1厅 南,康健,34.8,南,4500,1室1厅1卫
整租·徐家汇花园 1室1厅 南,徐家汇,60.03,南,9500,1室1厅1卫
整租·福源汇居 2室2厅 南,徐家汇,121.97,南,18500,2室2厅2卫
整租·日晖二村 1室1厅 南,斜土路,38.28,南,4800,1室1厅1卫
整租·柿子湾小区 2室1厅 南/北,徐家汇,54.0,南 北,5680,2室1厅1卫
整租·丽锦小区 2室1厅 南,田林,89.0,南,8160,2室1厅1卫
整租·梅陇九村 1室1厅 南,华东理工,41.8,南,4590,1室1厅1卫
整租·陇南小区 1室1厅 南,华东理工,47.7,南,4386,1室1厅1卫
整租·华滨家园 1室1厅 南,植物园,55.62,南,4590,1室1厅1卫
整租·宜山路701弄 1室1厅 南,田林,34.0,南,5508,1室1厅1卫
整租·莱诗邸 1室1厅 南/北,徐家汇,79.0,南 北,11500,1室1厅1卫
整租·乐山一村 2室1厅 南,徐家汇,49.82,南,6936,2室1厅1卫
整租·田林五六七村 2室1厅 南,田林,47.26,南,5610,2室1厅1卫
整租·橡胶小区 1室1厅 西南,徐家汇,47.74,西南,5712,1室1厅1卫
整租·凯旋一村 2室1厅 南,徐家汇,58.69,南,7650,2室1厅1卫
整租·东方曼哈顿 2室2厅 西南,徐家汇,94.27,西南,12750,2室2厅2卫
整租·东泉小区 2室1厅 南,植物园,63.1,南,5600,2室1厅1卫
整租·龙华新村 2室1厅 南/北,龙华,49.29,南 北,6600,2室1厅1卫
整租·田林一村 2室1厅 南,田林,45.93,南,5700,2室1厅1卫
整租·宛南一村 1室0厅 南,龙华,27.54,南,4590,1室0厅1卫
整租·天钥新村 1室1厅 南,万体馆,35.0,南,4386,1室1厅1卫
整租·南丹小区 1室1厅 西,徐家汇,38.0,西,4950,1室1厅1卫
整租·宾阳路居民区 2室1厅 南,龙华,59.48,南,6426,2室1厅1卫
整租·长桥一村 1室1厅 南,长桥,39.29,南,3350,1室1厅1卫
整租·柿子湾小区 1室1厅 南,徐家汇,40.0,南,5406,1室1厅1卫
整租·中原新村 2室1厅 南,徐家汇,49.08,南,5450,2室1厅1卫
整租·上海师大新村 2室1厅 南,康健,57.59,南,5814,2室1厅1卫
整租·花苑村玉兰园 2室1厅 南,康健,63.2,南,6324,2室1厅1卫
整租·冠生苑 1室1厅 南,康健,44.41,南,4800,1室1厅1卫
整租·龙南六村 3室1厅 南,龙华,89.0,南,7650,3室1厅1卫
整租·谨斜小区 1室1厅 南/北,徐家汇,38.98,南 北,5000,1室1厅1卫
整租·兆丰帝景苑 2室1厅 南,徐家汇,100.02,南,13668,2室1厅1卫
整租·乐山六七村 1室1厅 东南,徐家汇,34.19,东南,5202,1室1厅1卫
整租·番禺小区 1室1厅 南,徐家汇,37.0,南,5712,1室1厅1卫
整租·南丹小区 1室1厅 南/北,徐家汇,23.05,南 北,3672,1室1厅1卫
整租·乐山一村 1室1厅 北,徐家汇,26.38,北,4478,1室1厅1卫
整租·龙山新村 1室0厅 西南/西,万体馆,18.5,西南 西,3672,1室0厅1卫
整租·上海新邨 1室0厅 南,衡山路,35.0,南,5800,1室0厅1卫
整租·长春小区 2室1厅 南,田林,59.87,南,6000,2室1厅1卫
整租·大木小区 1室1厅 南,斜土路,37.3,南,5200,1室1厅1卫
整租·挹翠苑 2室1厅 南,植物园,88.34,南,6732,2室1厅1卫
整租·王家堂小区 1室1厅 南,徐家汇,35.29,南,5100,1室1厅1卫
整租·陇南小区 1室1厅 南,华东理工,47.64,南,3774,1室1厅1卫
整租·园南新村 2室1厅 南,植物园,56.4,南,3878,2室1厅1卫
整租·茶陵小区 1室1厅 南,斜土路,38.0,南,4896,1室1厅1卫
整租·陇南小区 2室1厅 南/北,华东理工,66.0,南 北,4290,2室1厅1卫
整租·梅陇三村 1室0厅 南,华东理工,43.0,南,3600,1室0厅1卫
整租·钦州花苑 1室1厅 南,田林,58.93,南,5450,1室1厅1卫
整租·武康路216弄 1室2厅 南,衡山路,30.9,南,5500,1室2厅1卫
整租·东安二村 2室0厅 南/北,徐家汇,47.51,南 北,5800,2室0厅1卫
整租·永福路57号 1室0厅 南,衡山路,12.0,南,3264,1室0厅1卫
整租·临江豪园 2室2厅 南,龙华,104.28,南,14280,2室2厅1卫
整租·汇成五村 1室1厅 南,上海南站,33.5,南,3900,1室1厅1卫
整租·凯旋一村 1室1厅 南,徐家汇,37.66,南,5100,1室1厅1卫
整租·长桥一村 1室1厅 东/南,长桥,36.72,东 南,3500,1室1厅1卫
整租·长兴坊 2室1厅 南,康健,41.37,南,4685,2室1厅1卫
整租·建西小区 1室0厅 南,建国西路,36.91,南,5500,1室0厅1卫
整租·宾阳路居民区 1室0厅 南/北,龙华,36.92,南 北,4100,1室0厅1卫
整租·华欣家园 2室1厅 南/北,华泾,55.0,南 北,4300,2室1厅1卫
整租·永太小区 1室1厅 南,建国西路,37.87,南,5500,1室1厅1卫
整租·汇成一村 3室1厅 南,上海南站,70.3,南,5200,3室1厅1卫
整租·欣园新邨 2室1厅 南,康健,65.52,南,4590,2室1厅1卫
整租·三江小区 1室0厅 南,龙华,35.68,南,4800,1室0厅1卫
整租·汇成五村 1室1厅 南,上海南站,35.5,南,4250,1室1厅1卫
整租·百汇园一期 2室2厅 南,徐汇滨江,114.48,南,13980,2室2厅1卫
整租·日晖二村 1室0厅 南,斜土路,19.81,南,3400,1室0厅1卫
整租·金巢铂瑞阁 1室1厅 东,斜土路,60.74,东,8500,1室1厅1卫
整租·西木小区 1室1厅 南,斜土路,30.0,南,4080,1室1厅1卫
整租·徐汇御苑 3室2厅 南/北,徐家汇,136.15,南 北,14700,3室2厅2卫
整租·王家堂小区 1室1厅 南,徐家汇,37.2,南,5202,1室1厅1卫
整租·橡胶小区 2室1厅 东南,徐家汇,81.63,东南,8364,2室1厅1卫
整租·谨斜小区 2室2厅 南,徐家汇,68.95,南,7650,2室2厅1卫
整租·东安四村 2室1厅 南,徐家汇,45.18,南,7140,2室1厅1卫
整租·钦州花苑 2室1厅 南,田林,73.6,南,6630,2室1厅1卫
整租·梅陇十一村 2室1厅 南,华东理工,49.36,南,4233,2室1厅1卫
整租·凯歌公寓 1室1厅 南,徐家汇,52.5,南,6426,1室1厅1卫
整租·挹翠苑 2室1厅 南,植物园,88.34,南,6732,2室1厅1卫
整租·王家堂小区 1室1厅 南,徐家汇,35.29,南,5100,1室1厅1卫
整租·陇南小区 1室1厅 南,华东理工,47.64,南,3774,1室1厅1卫
整租·园南新村 2室1厅 南,植物园,56.4,南,3878,2室1厅1卫
整租·茶陵小区 1室1厅 南,斜土路,38.0,南,4896,1室1厅1卫
整租·陇南小区 2室1厅 南/北,华东理工,66.0,南 北,4290,2室1厅1卫
整租·橡胶小区 1室1厅 南,徐家汇,48.12,南,5600,1室1厅1卫
整租·怡桂苑 2室1厅 东南,田林,87.0,东南,7900,2室1厅1卫
整租·长兴坊 2室1厅 南,康健,57.0,南,4896,2室1厅1卫
整租·南丹小区 1室1厅 西,徐家汇,38.0,西,4950,1室1厅1卫
整租·宾阳路居民区 2室1厅 南,龙华,59.48,南,6426,2室1厅1卫
整租·长桥一村 1室1厅 南,长桥,39.29,南,3350,1室1厅1卫
整租·柿子湾小区 1室1厅 南,徐家汇,40.0,南,5406,1室1厅1卫
整租·中原新村 2室1厅 南,徐家汇,49.08,南,5450,2室1厅1卫
整租·上海师大新村 2室1厅 南,康健,57.59,南,5814,2室1厅1卫
整租·花苑村玉兰园 2室1厅 南,康健,63.2,南,6324,2室1厅1卫
整租·冠生苑 1室1厅 南,康健,44.41,南,4800,1室1厅1卫
整租·龙南六村 3室1厅 南,龙华,89.0,南,7650,3室1厅1卫
整租·谨斜小区 1室1厅 南/北,徐家汇,38.98,南 北,5000,1室1厅1卫
整租·兆丰帝景苑 2室1厅 南,徐家汇,100.02,南,13668,2室1厅1卫
整租·乐山六七村 1室1厅 东南,徐家汇,34.19,东南,5202,1室1厅1卫
整租·番禺小区 1室1厅 南,徐家汇,37.0,南,5712,1室1厅1卫
整租·百合花苑 3室1厅 南/西南,康健,126.0,南 西南,8218,3室1厅2卫
整租·谨斜小区 1室1厅 东南,徐家汇,41.5,东南,4896,1室1厅1卫
整租·寿山坊 1室1厅 南,康健,40.4,南,4000,1室1厅1卫
整租·寿德坊 1室1厅 南,康健,50.0,南,4600,1室1厅1卫
整租·梅陇三村 1室0厅 南,华东理工,43.0,南,3600,1室0厅1卫
整租·钦州花苑 1室1厅 南,田林,58.93,南,5450,1室1厅1卫
整租·武康路216弄 1室2厅 南,衡山路,30.9,南,5500,1室2厅1卫
整租·东安二村 2室0厅 南/北,徐家汇,47.51,南 北,5800,2室0厅1卫
整租·长丰坊 2室1厅 南,康健,64.3,南,4600,2室1厅1卫
整租·三江小区 1室1厅 南,龙华,32.6,南,4300,1室1厅1卫
整租·阳光名邸 3室2厅 南,徐家汇,138.05,南,16200,3室2厅2卫
整租·陕西南路188弄 1室1厅 南,衡山路,20.0,南,3700,1室1厅1卫
整租·林肯公寓 2室1厅 南,衡山路,97.0,南,13000,2室1厅1卫
整租·田林十四村 1室1厅 南,田林,32.09,南,4600,1室1厅1卫
整租·解龙小区 1室1厅 南,龙华,38.5,南,4600,1室1厅1卫
整租·百汇园二期 3室2厅 南,徐汇滨江,183.64,南,28000,3室2厅2卫
整租·长桥新村 1室1厅 南,长桥,40.4,南,3990,1室1厅1卫
整租·日晖二村 1室0厅 南,斜土路,38.19,南,5000,1室0厅1卫
整租·天平小区 2室1厅 南,徐家汇,49.0,南,6000,2室1厅1卫
整租·斜土路1358弄 2室1厅 南,斜土路,48.91,南,7600,2室1厅1卫
整租·日晖六村 1室0厅 南,斜土路,30.06,南,4100,1室0厅1卫
整租·番禺小区 1室1厅 南,徐家汇,37.39,南,4800,1室1厅1卫
整租·南丹小区 1室1厅 南,徐家汇,39.42,南,4800,1室1厅1卫
整租·中漕小区 2室1厅 南,徐家汇,57.42,南,7000,2室1厅1卫
整租·东安四村 1室1厅 南/北,徐家汇,38.0,南 北,4500,1室1厅1卫
整租·美晶佳园 3室2厅 南,万体馆,130.0,南,13000,3室2厅2卫
整租·龙山新村 1室1厅 北,万体馆,28.17,北,4500,1室1厅1卫
整租·梅陇十一村 2室0厅 南/北,华东理工,48.32,南 北,4200,2室0厅1卫
整租·华狮国际公寓 1室1厅 南,徐家汇,54.56,南,8200,1室1厅1卫
